probeset,hgnc
200634_at,PFN1
200636_s_at,PTPRF
200640_at,YWHAZ
200642_at,SOD1
200643_at,HDLBP
200644_at,MARCKSL1
200645_at,GABARAP
200649_at,NUCB1
200650_s_at,LDHA
200651_at,GNB2L1
200652_at,SSR2
200655_s_at,CALM1
200656_s_at,P4HB
200657_at,SLC25A5
200658_s_at,PHB
200660_at,S100A11
200661_at,CTSA
200662_s_at,TOMM20
200663_at,CD63
200665_s_at,SPARC
200666_s_at,DNAJB1
200668_s_at,UBE2D3
200673_at,LAPTM4A
200674_s_at,RPL32
200675_at,CD81
200677_at,PTTG1IP
200679_x_at,HMGB1P5///HMGB1///HMGB1P1
200681_at,GLO1
200682_s_at,UBE2L5P///UBE2L3
200686_s_at,SRSF11
200687_s_at,SF3B3
200691_s_at,HSPA9
200694_s_at,DDX24
200695_at,PPP2R1A
200696_s_at,GSN
200697_at,HK1
200699_at,KDELR2
200701_at,NPC2
200703_at,DYNLL1
200704_at,LITAF
200705_s_at,EEF1B2P2///EEF1B2///EEF1B2P3
200707_at,PRKCSH
200708_at,GOT2
200709_at,FKBP1C///FKBP1A
200710_at,ACADVL
200713_s_at,MAPRE1
200716_x_at,RPL13AP5///RPL13A
200717_x_at,RPL7P47///RPL7
200718_s_at,SKP1///SKP1P1
200720_s_at,ACTR1A
200722_s_at,CAPRIN1
200726_at,PPP1CC
200728_at,ACTR2
200733_s_at,PTP4A1
200735_x_at,NACA
200736_s_at,GPX1///GPX1P2///GPX1P1
200738_s_at,PGK1
200740_s_at,SUMO3
200741_s_at,RPS27
200743_s_at,TAF10///TPP1
200745_s_at,GNB1
200747_s_at,NUMA1
200748_s_at,FTH1P2///FTH1P16///FTH1P20///FTH1P11///FTH1
200750_s_at,RANP1///RAN
200752_s_at,CAPN1
200757_s_at,CALU
200761_s_at,ARL6IP5
200762_at,DPYSL2
200763_s_at,RPLP1
200764_s_at,CTNNA1
200766_at,CTSD
200768_s_at,MAT2A
200771_at,LAMC1
200773_x_at,PTMAP2///PTMAP5///PTMA
200779_at,ATF4///ATF4P3
200781_s_at,RPS15A///RPS15AP1
200782_at,ANXA5
200783_s_at,STMN1
200785_s_at,LRP1
200786_at,PSMB7
200788_s_at,PEA15
200789_at,ECH1
200790_at,ODC1
200792_at,XRCC6
200793_s_at,ACO2
200795_at,SPARCL1
200797_s_at,MCL1
200800_s_at,HSPA1A///HSPA1B
200802_at,SARS
200804_at,TMBIM6
200805_at,LMAN2
200807_s_at,HSPD1P1///HSPD1
200808_s_at,ZYX
200809_x_at,RPL12P1///RPL12P4///NBEAL1///RPL12
200810_s_at,CIRBP
200812_at,CCT7
200814_at,PSME1
200816_s_at,PAFAH1B1
200817_x_at,RPS10
200818_at,ATP5O
200819_s_at,RPS15
200820_at,PSMD8
200821_at,LAMP2
200823_x_at,RPL29P11///RPL29
200824_at,GSTP1
200825_s_at,HYOU1
200826_at,SNRPD2
200827_at,PLOD1
200828_s_at,ZNF207
200830_at,PSMD2
200832_s_at,SCD
200834_s_at,RPS21
200837_at,BCAP31
200839_s_at,CTSB
200840_at,KARS
200843_s_at,EPRS
200845_s_at,PRDX6
200846_s_at,PPP1CA
200847_s_at,TMEM66
200850_s_at,AHCYL1
200852_x_at,GNB2
200853_at,H2AFZ
200854_at,NCOR1
200858_s_at,SNORD38A///RPS8
200862_at,DHCR24
200863_s_at,RAB11A
200866_s_at,PSAP
200867_at,RNF114
200869_at,RPL18AP3///RPL18A
200870_at,STRAP
200872_at,S100A10
200873_s_at,CCT8
200875_s_at,NOP56
200876_s_at,PSMB1
200877_at,CCT4
200878_at,EPAS1
200880_at,DNAJA1
200882_s_at,PIPSL///PSMD4
200884_at,CKB
200885_at,RHOC
200886_s_at,PGAM1///PGAM4
200887_s_at,STAT1
200888_s_at,SNORA21///RPL23
200891_s_at,SSR1
200893_at,TRA2B
200895_s_at,FKBP4
200896_x_at,HDGF
200899_s_at,MGEA5
200901_s_at,M6PR
200903_s_at,AHCY
200904_at,HLA-E
200909_s_at,RPLP2
200910_at,CCT3
200911_s_at,TACC1
200912_s_at,EIF4A2
200913_at,PPM1G
200918_s_at,SRPR
200919_at,PHC2
200921_s_at,BTG1
200922_at,KDELR1
200923_at,LGALS3BP
200924_s_at,SLC3A2
200925_at,COX6A1///COX6A1P2
200926_at,RPS23P8///RPS23
200929_at,TMED10
200931_s_at,VCL
200932_s_at,DCTN2
200933_x_at,RPS4X
200934_at,DEK
200936_at,RPL8
200937_s_at,RPL5
200940_s_at,RERE
200942_s_at,HSBP1
200944_s_at,HMGN1P36///HMGN1///HMGN1P37
200945_s_at,SEC31A
200947_s_at,GLUD1
200948_at,MLF2
200950_at,ARPC1A
200953_s_at,CCND2
200955_at,IMMT
200957_s_at,SSRP1
200958_s_at,SDCBP
200959_at,FUS
200961_at,SEPHS2
200962_at,RPL31
200964_at,UBA1
200965_s_at,ABLIM1
200966_x_at,ALDOA
200968_s_at,PPIB
200971_s_at,SERP1
200972_at,TSPAN3
200974_at,ACTA2
200975_at,PPT1
200976_s_at,TAX1BP1
200978_at,MDH1
200980_s_at,PDHA1
200982_s_at,ANXA6
200984_s_at,CD59
200986_at,SERPING1
200988_s_at,PSME3
200989_at,HIF1A
200990_at,TRIM28
200992_at,IPO7
200996_at,ACTR3
200997_at,RBM14-RBM4///RBM4
200998_s_at,CKAP4
201000_at,AARS
201002_s_at,TMEM189-UBE2V1///UBE2V1///TMEM189
201004_at,SSR4
201005_at,CD9
201007_at,HADHB
201010_s_at,TXNIP
201011_at,RPN1
201012_at,ANXA1
201013_s_at,PAICS
201015_s_at,JUP
201018_at,EIF1AX
201020_at,YWHAH
201022_s_at,DSTN
201023_at,TAF7
201029_s_at,CD99
201030_x_at,LDHB
201031_s_at,HNRNPH1
201032_at,BLCAP
201034_at,ADD3
201037_at,PFKP
201039_s_at,RAD23A
201040_at,GNAI2
201041_s_at,DUSP1
201042_at,TGM2
201049_s_at,RPS18
201050_at,PLD3
201051_at,ANP32A
201052_s_at,PSMF1
201055_s_at,HNRNPA0
201057_s_at,GOLGB1
201058_s_at,MYL9
201059_at,CTTN
201063_at,RCN1
201064_s_at,PABPC4
201066_at,CYC1
201068_s_at,PSMC2
201069_at,MMP2
201075_s_at,SMARCC1
201077_s_at,NHP2L1
201078_at,TM9SF2
201079_at,SYNGR2
201080_at,PIP4K2B
201082_s_at,DCTN1
201087_at,PXN
201088_at,KPNA2
201089_at,ATP6V1B2
201092_at,RBBP7
201094_at,RPS29
201095_at,DAP
201097_s_at,ARF4
201098_at,COPB2
201099_at,USP9X
201102_s_at,PFKL
201105_at,LGALS1
201106_at,GPX4
201110_s_at,THBS1
201111_at,CSE1L
201113_at,TUFM
201115_at,POLD2
201117_s_at,CPE
201118_at,PGD
201119_s_at,COX8A
201121_s_at,PGRMC1
201124_at,ITGB5
201126_s_at,MGAT1
201128_s_at,ACLY
201129_at,SRSF7
201131_s_at,CDH1
201132_at,HNRNPH2
201135_at,ECHS1
201136_at,PLP2
201138_s_at,SSB
201140_s_at,RAB5C
201141_at,GPNMB
201142_at,EIF2S1
201145_at,HAX1
201146_at,NFE2L2
201149_s_at,TIMP3
201153_s_at,MBNL1
201157_s_at,NMT1
201160_s_at,CSDA
201163_s_at,IGFBP7
201166_s_at,PUM1
201170_s_at,BHLHE40
201174_s_at,TERF2IP
201176_s_at,ARCN1
201177_s_at,UBA2
201178_at,FBXO7
201180_s_at,GNAI3
201183_s_at,CHD4
201185_at,HTRA1
201186_at,LRPAP1
201189_s_at,ITPR3
201192_s_at,PITPNA
201193_at,IDH1
201194_at,SEPW1
201195_s_at,SLC7A5
201197_at,AMD1
201198_s_at,PSMD1
201200_at,CREG1
201201_at,CSTB
201202_at,PCNA
201207_at,TNFAIP1
201209_at,HDAC1
201210_at,DDX3X
201212_at,LGMN
201215_at,PLS3
201216_at,ERP29
201221_s_at,SNRNP70
201222_s_at,RAD23B
201225_s_at,SRRM1
201227_s_at,NDUFB8
201229_s_at,ARIH2
201231_s_at,ENO1
201232_s_at,PSMD13
201234_at,ILK
201236_s_at,BTG2
201237_at,CAPZA2
201241_at,DDX1
201242_s_at,ATP1B1
201244_s_at,RAF1
201247_at,SREBF2
201250_s_at,SLC2A1
201251_at,PKM
201252_at,PSMC4
201253_s_at,CDIPT
201256_at,COX7A2L
201257_x_at,RPS3AP5///RPS3AP26///RPS3AP47///RPS3AP6///RPS3A
201258_at,RPS16
201260_s_at,SYPL1
201262_s_at,BGN
201263_at,TARS
201264_at,COPE
201266_at,TXNRD1
201267_s_at,PSMC3
201268_at,NME2///NME1-NME2
201271_s_at,RALY
201272_at,AKR1B1
201273_s_at,SRP9P1///SRP9
201274_at,PSMA5
201275_at,FDPS
201276_at,RAB5B
201277_s_at,HNRNPAB
201278_at,DAB2
201281_at,ADRM1
201282_at,OGDH
201284_s_at,APEH
201285_at,MKRN1
201286_at,SDC1
201288_at,ARHGDIB
201289_at,CYR61
201290_at,SEC11A
201292_at,TOP2A
201293_x_at,PPIA///PPIAP31///PPIAP11///PPIAP29///PPIAP22
201300_s_at,PRNP
201302_at,ANXA4
201304_at,NDUFA5
201312_s_at,SH3BGRL
201313_at,ENO2
201314_at,STK25
201315_x_at,IFITM2
201317_s_at,PSMA2
201318_s_at,MYL12A///MYL12B
201321_s_at,SMARCC2
201322_at,ATP5B
201323_at,EBNA1BP2
201324_at,EMP1
201327_s_at,CCT6A
201329_s_at,ETS2
201331_s_at,STAT6
201336_at,VAMP3
201339_s_at,SCP2
201341_at,ENC1
201342_at,SNRPC
201343_at,UBE2D2
201348_at,GPX3
201349_at,SLC9A3R1
201350_at,FLOT2
201351_s_at,YME1L1
201353_s_at,BAZ2A
201356_at,SF3A1
201358_s_at,COPB1
201360_at,CST3
201362_at,IVNS1ABP
201364_s_at,OAZ2
201368_at,ZFP36L2
201371_s_at,CUL3
201373_at,PLEC
201375_s_at,PPP2CB
201376_s_at,HNRNPF
201379_s_at,TPD52L2
201380_at,CRTAP
201384_s_at,NBR1
201386_s_at,DHX15
201387_s_at,UCHL1
201388_at,PSMD3
201389_at,ITGA5
201390_s_at,CSNK2B
201391_at,TRAP1
201393_s_at,IGF2R
201394_s_at,RBM5
201396_s_at,SGTA
201397_at,PHGDH
201398_s_at,TRAM1
201400_at,PSMB3
201403_s_at,MGST3
201405_s_at,COPS6
201407_s_at,PPP1CB
201413_at,HSD17B4
201414_s_at,NAP1L4
201415_at,GSS
201417_at,SOX4
201419_at,BAP1
201422_at,IFI30
201424_s_at,CUL4A
201425_at,ALDH2
201426_s_at,VIM
201427_s_at,SEPP1
201428_at,CLDN4
201429_s_at,RPL37A
201431_s_at,DPYSL3
201432_at,CAT
201433_s_at,PTDSS1
201434_at,TTC1
201436_at,EIF4E
201438_at,COL6A3
201439_at,GBF1
201441_at,COX6B1
201443_s_at,ATP6AP2
201445_at,CNN3
201448_at,TIA1
201455_s_at,NPEPPS
201458_s_at,BUB3
201459_at,RUVBL2
201460_at,MAPKAPK2
201463_s_at,TALDO1
201468_s_at,NQO1
201470_at,GSTO1
201471_s_at,SQSTM1
201472_at,VBP1
201473_at,JUNB
201477_s_at,RRM1
201479_at,DKC1
201480_s_at,SUPT5H
201481_s_at,PYGB
201482_at,QSOX1
201484_at,SUPT4H1
201486_at,RCN2
201487_at,CTSC
201489_at,PPIF
201491_at,AHSA1
201492_s_at,RPL41///ZC3H10///RPL41P1///RPL41P2
201494_at,PRCP
201496_x_at,MYH11
201498_at,USP7
201500_s_at,PPP1R11
201502_s_at,NFKBIA
201503_at,G3BP1
201505_at,LAMB1
201506_at,TGFBI
201507_at,PFDN1
201508_at,IGFBP4
201511_at,AAMP
201513_at,TSN
201516_at,SRM
201517_at,NCBP2
201518_at,CBX1
201520_s_at,GRSF1
201522_x_at,SNRPN///SNURF
201525_at,APOD
201526_at,ARF5///FSCN3
201527_at,ATP6V1F
201528_at,RPA1
201530_x_at,SNORA67///EIF4A1///EIF4A1P10
201531_at,ZFP36
201532_at,PSMA3
201533_at,CTNNB1
201534_s_at,UBL3
201536_at,DUSP3
201540_at,FHL1
201541_s_at,ZNHIT1
201546_at,TRIP12
201548_s_at,KDM5B
201553_s_at,LAMP1
201555_at,MCM3
201556_s_at,VAMP2
201558_at,RAE1
201560_at,CLIC4
201563_at,SORD
201564_s_at,FSCN1
201565_s_at,ID2
201567_s_at,GOLGA4
201568_at,UQCRQ
201574_at,ETF1
201575_at,SNW1
201576_s_at,GLB1
201577_at,NME1///NME2
201578_at,PODXL
201579_at,FAT1
201584_s_at,DDX39A
201586_s_at,SFPQ
201587_s_at,IRAK1
201588_at,TXNL1
201589_at,SMC1A
201590_x_at,ANXA2
201591_s_at,NISCH
201592_at,EIF3H
201594_s_at,PPP4R1
201596_x_at,KRT18
201597_at,COX7A2
201598_s_at,INPPL1
201599_at,OAT
201600_at,PHB2
201603_at,PPP1R12A
201605_x_at,CNN2
201606_s_at,PWP1
201611_s_at,ICMT
201612_at,ALDH9A1
201614_s_at,RUVBL1
201616_s_at,CALD1
201619_at,PRDX3
201620_at,MBTPS1
201622_at,SND1
201624_at,DARS
201625_s_at,INSIG1
201628_s_at,RRAGA
201630_s_at,ACP1
201631_s_at,IER3
201632_at,EIF2B1
201634_s_at,CYB5B
201636_at,FXR1
201641_at,BST2
201642_at,IFNGR2
201645_at,TNC
201647_s_at,SCARB2
201648_at,JAK1
201649_at,UBE2L6
201650_at,KRT15///KRT19
201651_s_at,PACSIN2
201652_at,COPS5
201653_at,CNIH
201655_s_at,HSPG2
201656_at,ITGA6
201659_s_at,ARL1
201661_s_at,ACSL3
201664_at,SMC4
201665_x_at,RPS17///RPS17L
201666_at,TIMP1
201667_at,GJA1
201669_s_at,MARCKS
201672_s_at,USP14
201673_s_at,GYS1
201675_at,AKAP1
201681_s_at,DLG5
201682_at,PMPCB
201687_s_at,API5
201690_s_at,TPD52
201692_at,SIGMAR1
201694_s_at,EGR1
201695_s_at,PNP
201696_at,SRSF4
201697_s_at,DNMT1
201698_s_at,SRSF9
201699_at,PSMC6
201700_at,CCND3
201701_s_at,PGRMC2
201703_s_at,PPP1R10
201704_at,ENTPD6
201705_at,PSMD7
201707_at,PEX19
201709_s_at,NIPSNAP1
201710_at,MYBL2
201713_s_at,RANBP2
201714_at,TUBG1
201716_at,SNX1
201717_at,MRPL49
201719_s_at,EPB41L2
201721_s_at,LAPTM5
201722_s_at,GALNT1
201725_at,CDC123
201726_at,ELAVL1
201730_s_at,TPR
201734_at,CLCN3
201737_s_at,MARCH6
201738_at,EIF1B
201739_at,SGK1
201740_at,NDUFS3
201743_at,CD14
201744_s_at,LUM
201745_at,TWF1
201746_at,TP53
201748_s_at,SAFB
201749_at,ECE1
201753_s_at,ADD3
201754_at,COX6C
201756_at,RPA2
201757_at,NDUFS5
201758_at,TSG101
201759_at,TBCD
201760_s_at,WSB2
201761_at,MTHFD2
201762_s_at,PSME2P2///PSME2
201765_s_at,HEXA
201767_s_at,ELAC2
201770_at,SNRPA
201771_at,SCAMP3
201772_at,AZIN1
201779_s_at,RNF13
201781_s_at,AIP
201783_s_at,RELA
201784_s_at,C11orf58
201785_at,RNASE1
201786_s_at,ADAR
201788_at,DDX42
201791_s_at,DHCR7
201792_at,AEBP1
201795_at,LBR
201797_s_at,VARS
201798_s_at,MYOF
201800_s_at,OSBP
201801_s_at,SLC29A1
201803_at,POLR2B
201805_at,PRKAG1
201806_s_at,ATXN2L
201807_at,VPS26A
201809_s_at,ENG
201810_s_at,SH3BP5
201812_s_at,TOMM7
201816_s_at,GBAS
201819_at,SCARB1
201820_at,KRT5
201823_s_at,RNF14
201827_at,SMARCD2
201828_x_at,FAM127A
201829_at,NET1
201832_s_at,USO1
201833_at,HDAC2
201835_s_at,PRKAB1
201839_s_at,EPCAM
201840_at,NEDD8
201841_s_at,HSPB1
201843_s_at,EFEMP1
201845_s_at,RYBP
201847_at,LIPA
201849_at,BNIP3
201850_at,CAPG
201851_at,SH3GL1
201853_s_at,CDC25B
201857_at,ZFR
201859_at,SRGN
201860_s_at,PLAT
201862_s_at,LRRFIP1
201864_at,GDI1
201870_at,TOMM34
201871_s_at,UBXN1
201872_s_at,ABCE1
201876_at,PON2
201877_s_at,PPP2R5C
201880_at,ARIH1
201883_s_at,B4GALT1
201884_at,CEACAM5
201885_s_at,CYB5R3
201886_at,DCAF11
201887_at,IL13RA1
201891_s_at,B2M
201892_s_at,IMPDH2
201894_s_at,SSR1
201895_at,ARAF
201897_s_at,CKS1B
201899_s_at,UBE2A
201900_s_at,AKR1A1
201901_s_at,YY1
201903_at,UQCRC1
201908_at,DVL3
201911_s_at,FARP1
201912_s_at,GSPT1
201913_s_at,COASY
201916_s_at,SEC63
201920_at,SLC20A1
201921_at,DNAJC25///DNAJC25-GNG10///GNG10
201923_at,PRDX4
201924_at,AFF1
201925_s_at,CD55
201928_at,PKP4P1///PKP4
201930_at,MCM6
201931_at,ETFA
201933_at,CHMP1A
201935_s_at,EIF4G3
201938_at,CDK2AP1
201939_at,PLK2
201941_at,CPD
201944_at,HEXB
201945_at,FURIN
201946_s_at,CCT2
201948_at,GNL2
201952_at,ALCAM
201953_at,CIB1
201954_at,ARPC1B
201955_at,CCNC
201956_s_at,GNPAT
201957_at,PPP1R12B
201963_at,ACSL1
201966_at,NDUFS2
201967_at,RBM6
201968_s_at,PGM1
201969_at,NASP
201972_at,ATP6V1A
201975_at,CLIP1
201976_s_at,MYO10
201980_s_at,RSU1
201987_at,MED13
201989_s_at,CREBL2
201991_s_at,KIF5B
201994_at,MORF4L2
201995_at,EXT1
201998_at,ST6GAL1
201999_s_at,DYNLT1
202001_s_at,NDUFA6
202003_s_at,ACAA2
202005_at,ST14
202006_at,PTPN12
202008_s_at,NID1
202009_at,TWF2
202011_at,TJP1
202012_s_at,EXT2
202016_at,MEST
202017_at,EPHX1
202018_s_at,LTF
202020_s_at,LANCL1
202022_at,ALDOC
202023_at,EFNA1
202024_at,ASNA1
202025_x_at,ACAA1
202026_at,SDHD
202030_at,BCKDK
202032_s_at,MAN2A2
202037_s_at,SFRP1
202038_at,UBE4A
202039_at,MYO18A///TIAF1
202041_s_at,FIBP
202042_at,HARS
202043_s_at,SMS
202045_s_at,ARHGAP35
202050_s_at,ZMYM4
202052_s_at,RAI14
202054_s_at,ALDH3A2
202061_s_at,SEL1L
202066_at,PPFIA1
202068_s_at,LDLR
202069_s_at,IDH3A
202071_at,SDC4
202073_at,OPTN
202075_s_at,PLTP
202076_at,BIRC2
202077_at,NDUFAB1
202078_at,COPS3
202081_at,IER2
202082_s_at,SEC14L1
202085_at,TJP2
202086_at,MX1
202087_s_at,CTSL1
202088_at,SLC39A6
202090_s_at,UQCR11
202092_s_at,ARL2BP
202095_s_at,BIRC5
202096_s_at,TSPO
202097_at,NUP153
202100_at,RALB
202102_s_at,BRD4
202104_s_at,SPG7
202105_at,IGBP1
202106_at,GOLGA3
202107_s_at,MCM2
202108_at,PEPD
202109_at,ARFIP2
202110_at,COX7B
202111_at,SLC4A2
202112_at,VWF
202114_at,SNX2
202116_at,DPF2
202117_at,ARHGAP1
202118_s_at,CPNE3
202121_s_at,CHMP2A
202122_s_at,PLIN3
202123_s_at,ABL1
202125_s_at,TRAK2
202127_at,PRPF4B
202130_at,RIOK3
202133_at,WWTR1
202135_s_at,ACTR1B
202136_at,ZMYND11
202138_x_at,AIMP2
202139_at,AKR7A2
202140_s_at,CLK3
202141_s_at,COPS8
202144_s_at,ADSL
202145_at,LY6E
202146_at,IFRD1
202148_s_at,PYCR1
202149_at,NEDD9
202151_s_at,UBAC1
202152_x_at,USF2
202154_x_at,TUBB3///TUBB2A///TUBB2B
202155_s_at,NUP214
202157_s_at,CELF2
202159_at,FARSA
202160_at,CREBBP
202161_at,PKN1
202164_s_at,CNOT8
202165_at,PPP1R2///PPP1R2P3
202167_s_at,MMS19
202168_at,TAF9
202169_s_at,AASDHPPT
202172_at,VEZF1
202174_s_at,PCM1
202176_at,ERCC3
202178_at,PRKCZ
202179_at,BLMH
202180_s_at,MVP
202182_at,KAT2A
202183_s_at,KIF22
202185_at,PLOD3
202187_s_at,PPP2R5A
202191_s_at,GAS7
202193_at,LIMK2
202196_s_at,DKK3
202197_at,MTMR3
202199_s_at,SRPK1
202201_at,BLVRB
202202_s_at,LAMA4
202203_s_at,AMFR
202205_at,VASP
202207_at,ARL4C
202209_at,LSM3
202211_at,ARFGAP3
202212_at,PES1
202213_s_at,CUL4B
202215_s_at,NFYC
202217_at,C21orf33
202218_s_at,FADS2
202219_at,SLC6A8
202221_s_at,EP300
202222_s_at,DES
202223_at,STT3A
202224_at,CRK
202227_s_at,BRD8
202228_s_at,NPTN
202230_s_at,CHERP
202232_s_at,EIF3M
202233_s_at,UQCRH
202236_s_at,SLC16A1
202237_at,NNMT
202239_at,PARP4P2///PARP4
202240_at,PLK1
202241_at,TRIB1
202242_at,TSPAN7
202244_at,PSMB4
202245_at,LSS
202246_s_at,CDK4
202247_s_at,MTA1
202251_at,PRPF3
202252_at,RAB13
202253_s_at,DNM2
202256_at,CD2BP2
202260_s_at,STXBP1
202261_at,VPS72
202263_at,CYB5R1
202264_s_at,TOMM40
202265_at,BMI1
202267_at,LAMC2
202268_s_at,NAE1
202270_at,GBP1
202273_at,PDGFRB
202274_at,ACTG2
202276_at,SHFM1
202282_at,HSD17B10
202283_at,SERPINF1
202284_s_at,CDKN1A
202286_s_at,TACSTD2
202289_s_at,TACC2
202290_at,PDAP1
202292_x_at,LYPLA2
202294_at,STAG1
202295_s_at,CTSH
202296_s_at,RER1
202298_at,NDUFA1
202299_s_at,LAMTOR5
202302_s_at,RSRC2
202306_at,POLR2G
202308_at,SREBF1
202309_at,MTHFD1
202310_s_at,COL1A1
202313_at,PPP2R2A
202314_at,CYP51A1///LRRD1
202315_s_at,BCR
202317_s_at,UBE4B
202322_s_at,GGPS1
202324_s_at,ACBD3
202325_s_at,ATP5J
202326_at,EHMT2
202328_s_at,PKD1
202329_at,CSK
202330_s_at,UNG
202331_at,BCKDHA
202332_at,CSNK1E
202334_s_at,UBE2B
202336_s_at,PAM
202337_at,PMF1
202338_at,TK1
202345_s_at,FABP5P7///FABP5P2///FABP5P1///FABP5///FABP5P11
202346_at,UBE2K
202348_s_at,TOR1A
202350_s_at,MATN2
202351_at,ITGAV
202352_s_at,PSMD12
202355_s_at,PSPN///GTF2F1
202357_s_at,CFB
202360_at,MAML1
202361_at,SEC24C
202362_at,RAP1A
202363_at,SPOCK1
202364_at,MXI1
202365_at,MIR4700///UNC119B
202369_s_at,TRAM2
202370_s_at,CBFB
202373_s_at,RAB3GAP2
202375_at,SEC24D
202376_at,SERPINA3
202377_at,LEPROT
202381_at,ADAM9
202382_s_at,GNPDA1
202383_at,KDM5C
202384_s_at,TCOF1
202388_at,RGS2
202390_s_at,HTT///MSANTD1
202391_at,BASP1
202392_s_at,PISD
202393_s_at,KLF10
202395_at,NSF
202396_at,TCERG1
202397_at,NUTF2
202399_s_at,AP3S2///C15orf38-AP3S2
202401_s_at,SRF
202403_s_at,COL1A2
202405_at,TIAL1
202409_at,IGF2
202411_at,IFI27
202413_s_at,USP1
202414_at,ERCC5
202415_s_at,HSPBP1
202416_at,DNAJC7
202417_at,KEAP1
202418_at,YIF1A
202419_at,KDSR
202420_s_at,DHX9
202421_at,IGSF3
202422_s_at,ACSL4
202423_at,KAT6A
202424_at,MAP2K2
202428_x_at,DBI
202429_s_at,PPP3CA
202431_s_at,MYC
202432_at,PPP3CB
202433_at,SLC35B1
202437_s_at,CYP1B1
202439_s_at,IDS
202440_s_at,ST5
202441_at,ERLIN1
202442_at,AP3S1
202446_s_at,PLSCR1
202447_at,DECR1
202448_s_at,ZER1
202449_s_at,RXRA
202450_s_at,CTSK
202451_at,GTF2H1
202454_s_at,ERBB3
